Date,Rs,u2,Tmax,Tmin,RH,pr,ETO
2006-02-18,18.6,1.3,32.7,22.5,81.7,15.5,4.1
2006-02-19,22.4,1.3,32.9,24.1,82.0,4.3,4.8
2006-02-20,12.8,0.8,29.3,23.8,84.8,26.3,2.9
2006-02-21,20.6,1.2,32.5,24.2,83.7,11.3,4.4
2006-02-22,22.2,1.3,31.7,24.7,81.3,5.7,4.7
2006-02-23,16.7,1.8,31.5,25.5,83.7,3.6,3.9
2006-02-24,10.1,1.6,28.8,24.8,85.6,8.4,2.5
2006-02-25,11.2,1.0,29.6,24.3,87.9,30.4,2.6
2006-02-26,9.7,1.0,28.6,24.3,90.6,10.4,2.2
2006-02-27,15.9,0.7,30.9,24.1,86.2,13.9,3.4
2006-02-28,15.5,1.2,31.8,23.9,84.4,6.5,3.5
2006-03-01,17.9,1.0,32.0,25.0,83.8,4.8,3.9
2006-03-02,16.8,1.1,31.1,24.3,84.8,7.2,3.7
2006-03-03,14.7,0.9,33.0,25.6,84.1,9.9,3.4
2006-03-04,16.0,0.8,31.8,22.8,83.9,12.4,3.5
2006-03-05,21.8,1.4,32.9,24.6,79.6,3.8,4.8
2006-03-06,21.7,1.2,32.6,24.5,81.1,1.3,4.7
2006-03-07,18.9,0.7,32.4,25.1,84.0,1.1,4.1
2006-03-08,8.9,0.6,29.7,23.7,91.1,12.2,2.1
2006-03-09,12.3,0.7,30.8,24.2,89.2,17.7,2.8
2006-03-10,18.9,0.8,33.6,24.0,85.4,8.4,4.1
2006-03-11,7.7,0.5,27.0,23.2,92.1,48.9,1.8
2006-03-12,13.5,1.3,30.7,23.4,88.1,31.8,3.0
2006-03-13,18.7,0.8,32.2,24.5,82.2,17.7,4.1
2006-03-14,16.1,1.2,30.2,24.5,81.4,13.9,3.6
2006-03-15,23.5,1.1,32.7,24.5,80.8,8.5,5.0
2006-03-16,13.1,0.2,30.7,25.4,84.5,3.9,2.9
2006-03-17,8.9,0.7,28.4,24.5,89.8,9.4,2.1
2006-03-18,15.4,0.8,31.1,23.8,86.4,10.4,3.3
2006-03-19,13.8,1.1,31.2,25.2,86.2,13.6,3.2
2006-03-20,10.8,0.8,29.4,25.7,86.7,11.2,2.5
2006-03-21,14.1,0.6,29.4,24.8,83.6,18.5,3.1
2006-03-22,25.2,1.2,32.5,24.1,82.2,9.5,5.2
2006-03-23,14.0,1.1,30.7,24.6,85.2,13.8,3.2
2006-03-24,13.8,1.2,29.0,24.6,86.9,13.4,3.0
2006-03-25,9.3,1.1,27.6,24.6,87.1,16.0,2.2
2006-03-26,18.8,1.0,30.8,23.7,83.2,21.0,4.0
2006-03-27,16.1,1.2,30.8,24.6,86.0,14.4,3.5
2006-03-28,10.0,0.7,28.3,25.0,89.2,12.2,2.3
2006-03-29,8.6,0.8,27.5,23.6,91.2,40.9,2.0
2006-03-30,11.9,1.4,29.5,23.8,87.4,15.6,2.7
2006-03-31,24.5,0.7,32.7,24.2,82.9,13.9,5.1
2006-04-01,19.0,1.3,32.8,25.3,85.9,9.2,4.2
2006-04-02,9.0,1.0,29.7,24.7,88.2,12.9,2.2
2006-04-03,14.3,1.0,31.8,24.6,86.2,13.9,3.2
2006-04-04,9.7,0.5,27.3,23.6,88.1,19.2,2.2
2006-04-05,23.1,0.9,31.5,23.3,83.4,26.8,4.7
2006-04-06,17.1,1.4,30.7,24.1,83.7,18.2,3.8
2006-04-07,19.4,1.1,32.4,24.8,83.7,13.0,4.2
2006-04-08,18.2,1.0,33.0,25.0,82.7,1.1,4.1
2006-04-09,19.9,1.5,32.6,25.4,80.4,1.0,4.5
2006-04-10,14.9,0.7,30.4,25.5,85.4,1.4,3.3
2006-04-11,17.1,0.9,31.3,24.4,88.2,24.4,3.7
2006-04-12,11.9,0.9,31.8,24.7,88.2,11.2,2.8
2006-04-13,10.9,0.4,27.9,25.0,89.6,19.9,2.4
2006-04-14,11.4,0.6,28.9,23.5,87.1,39.7,2.5
2006-04-15,14.5,0.4,33.4,23.5,85.2,3.3,3.2
2006-04-16,14.4,0.7,32.2,24.6,84.4,9.2,3.2
2006-04-17,19.0,0.9,32.8,26.3,82.9,6.2,4.2
2006-04-18,11.3,0.7,30.4,26.1,83.0,5.7,2.7
2006-04-19,14.8,0.3,30.4,24.5,87.2,34.7,3.1
2006-04-20,10.6,0.5,30.2,24.7,87.6,17.6,2.4
2006-04-21,20.6,0.6,32.6,25.4,84.2,8.4,4.4
2006-04-22,11.2,0.8,30.6,25.1,89.1,15.1,2.6
2006-04-23,14.6,0.6,31.2,25.2,86.0,27.8,3.2
2006-04-24,16.9,2.2,31.9,24.9,82.9,13.8,3.9
2006-04-25,12.6,0.3,28.4,24.5,83.4,7.2,2.7
2006-04-26,14.7,0.5,30.3,24.2,83.6,6.4,3.2
2006-04-27,13.5,0.5,30.3,24.5,83.8,19.9,2.9
2006-04-28,18.4,1.3,31.9,25.1,81.2,9.8,4.1
2006-04-29,21.7,1.6,32.2,24.3,79.4,10.9,4.7
2006-04-30,11.7,1.3,30.7,25.7,82.2,6.0,2.9
2006-05-01,18.1,0.2,33.2,25.3,82.9,7.8,3.9
2006-05-02,20.1,0.8,31.9,25.8,80.9,3.8,4.3
2006-05-03,19.1,0.4,32.3,25.3,81.6,2.6,4.0
2006-05-04,23.1,1.1,33.4,25.1,80.1,1.3,5.0
2006-05-05,10.5,1.1,29.2,23.9,86.8,6.9,2.5
2006-05-06,19.2,1.0,32.8,23.8,82.4,28.8,4.1
2006-05-07,22.0,0.7,32.8,24.7,77.8,3.9,4.6
2006-05-08,21.8,1.7,32.9,25.2,78.2,2.8,4.9
2006-05-09,14.9,0.1,32.3,25.3,87.4,5.7,3.2
2006-05-10,19.2,0.9,32.3,25.1,82.9,6.5,4.1
2006-05-11,14.4,0.2,30.4,25.1,86.8,12.1,3.0
2006-05-12,14.6,0.7,30.4,25.5,85.1,10.8,3.2
2006-05-13,15.5,0.6,31.7,24.8,85.4,10.9,3.4
2006-05-14,21.0,1.0,32.3,24.7,81.3,13.8,4.4
2006-05-15,18.8,1.2,32.3,25.3,80.1,1.9,4.2
2006-05-16,20.2,0.8,32.5,25.3,82.2,0.9,4.3
2006-05-17,20.0,0.6,32.8,25.0,83.2,4.4,4.2
2006-05-18,21.3,0.9,32.2,24.7,81.7,8.6,4.5
2006-05-19,20.5,0.3,32.3,24.9,81.3,1.2,4.2
2006-05-20,21.7,0.6,33.3,24.8,77.8,5.0,4.5
2006-05-21,17.6,1.9,32.1,25.7,79.1,2.1,4.1
2006-05-22,19.8,1.7,31.7,26.7,81.2,14.0,4.4
2006-05-23,21.0,1.0,32.6,25.3,79.1,7.1,4.5
2006-05-24,20.6,0.5,32.6,25.6,82.2,1.2,4.3
2006-05-25,19.0,1.3,32.4,25.7,79.4,10.6,4.2
2006-05-26,19.3,0.8,33.3,25.3,80.1,5.5,4.2
2006-05-27,19.6,0.8,33.5,25.7,82.1,2.5,4.2
2006-05-28,17.7,0.6,32.8,25.9,81.6,1.3,3.8
2006-05-29,16.6,0.6,32.2,25.5,80.9,6.2,3.6
2006-05-30,15.6,1.3,32.3,25.5,81.9,4.7,3.6
2006-05-31,11.9,1.4,30.9,26.0,82.8,2.3,2.9
2006-06-01,12.8,0.6,30.2,25.5,85.9,10.6,2.8
2006-06-02,19.3,0.7,32.7,25.3,79.9,12.4,4.1
2006-06-03,19.1,0.6,32.1,24.9,80.1,5.3,4.0
2006-06-04,21.9,0.6,33.8,24.9,79.1,3.7,4.6
2006-06-05,17.9,0.7,33.5,25.3,84.2,1.3,3.9
2006-06-06,16.0,1.3,31.9,25.3,83.2,9.4,3.6
2006-06-07,16.9,0.9,31.6,24.7,79.2,11.8,3.7
2006-06-08,21.9,1.3,32.7,24.0,79.5,2.5,4.6
2006-06-09,22.5,0.9,33.3,24.5,78.4,0.0,4.7
2006-06-10,20.8,1.1,33.3,23.8,77.0,1.7,4.5
2006-06-11,17.2,1.2,32.7,23.9,80.0,0.2,3.8
2006-06-12,22.5,0.8,32.6,23.2,78.1,1.4,4.5
2006-06-13,22.2,1.2,33.1,23.9,74.9,0.0,4.7
2006-06-14,16.6,0.8,31.8,24.2,78.4,0.0,3.6
2006-06-15,19.7,1.2,31.4,24.7,79.2,0.0,4.2
2006-06-16,21.0,0.9,32.8,24.1,80.8,3.4,4.4
2006-06-17,21.2,0.8,33.2,24.3,75.4,3.4,4.4
2006-06-18,18.2,0.8,31.3,22.1,80.9,30.9,3.7
2006-06-19,21.5,0.8,31.7,23.3,78.7,10.0,4.3
2006-06-20,19.7,1.1,31.8,23.9,76.9,0.2,4.2
2006-06-21,20.9,1.1,31.8,23.9,81.3,5.2,4.3
2006-06-22,15.7,1.3,31.5,23.9,84.6,7.2,3.4
2006-06-23,16.0,1.1,31.3,22.9,82.8,16.5,3.4
2006-06-24,17.3,1.6,31.5,22.9,84.6,8.7,3.7
2006-06-25,18.9,1.0,30.8,22.7,81.7,10.4,3.9
2006-06-26,17.2,1.0,31.5,24.2,80.9,4.2,3.7
2006-06-27,22.5,1.0,32.4,24.0,79.2,3.8,4.6
2006-06-28,20.3,0.9,32.2,24.2,79.6,5.8,4.2
2006-06-29,21.2,1.3,32.3,24.5,76.8,10.6,4.6
2006-06-30,19.1,0.8,32.5,24.4,79.3,7.7,4.1
2006-07-01,20.3,0.8,32.2,24.0,78.4,5.4,4.2
2006-07-02,18.4,1.2,31.7,24.3,81.4,4.8,3.9
2006-07-03,19.2,0.7,32.0,22.7,81.7,14.7,3.9
2006-07-04,17.7,1.2,31.8,22.9,84.8,9.6,3.7
2006-07-05,19.1,0.8,31.1,23.7,82.6,13.8,3.9
2006-07-06,14.5,0.9,30.5,24.0,85.6,6.0,3.1
2006-07-07,20.6,1.1,31.9,23.8,81.1,9.7,4.3
2006-07-08,19.4,0.9,31.6,23.5,82.4,8.6,4.0
2006-07-09,22.5,1.2,32.2,24.1,77.8,8.1,4.7
2006-07-10,22.5,1.9,32.2,24.4,77.3,2.4,4.9
2006-07-11,17.8,0.9,30.8,24.7,79.6,4.5,3.8
2006-07-12,20.8,1.0,32.5,24.7,79.0,1.9,4.4
2006-07-13,21.5,1.3,32.1,24.0,77.6,1.8,4.5
2006-07-14,22.5,1.9,31.8,25.3,77.6,0.3,4.9
2006-07-15,23.0,1.6,32.2,24.0,77.1,0.8,4.9
2006-07-16,21.9,0.6,32.8,23.8,78.8,0.1,4.5
2006-07-17,21.1,0.7,32.9,23.8,78.7,2.5,4.4
2006-07-18,20.9,1.1,32.5,24.7,78.0,0.5,4.5
2006-07-19,20.9,0.7,31.7,24.0,78.6,3.8,4.3
2006-07-20,22.8,0.4,32.2,23.7,77.4,0.3,4.5
2006-07-21,22.0,1.9,32.0,24.1,77.4,4.7,4.8
2006-07-22,20.4,1.6,32.7,24.1,80.7,8.8,4.5
2006-07-23,18.4,0.6,32.4,23.9,82.3,24.9,3.8
2006-07-24,23.4,1.8,32.3,24.0,77.2,0.0,5.0
2006-07-25,23.3,1.5,32.6,24.5,75.4,0.6,5.0
2006-07-26,22.2,0.2,33.2,23.6,77.1,1.5,4.4
2006-07-27,17.6,0.6,32.4,24.8,77.9,0.0,3.8
2006-07-28,21.4,1.2,32.9,24.1,78.4,0.4,4.6
2006-07-29,21.6,1.4,32.5,22.9,75.6,0.0,4.7
2006-07-30,21.4,0.9,32.9,23.8,76.2,0.4,4.5
2006-07-31,21.5,1.3,32.9,24.3,78.8,0.1,4.6
2006-08-01,22.0,1.5,32.6,24.0,77.7,0.4,4.8
2006-08-02,22.7,0.8,33.1,24.0,77.6,0.6,4.7
2006-08-03,22.8,0.8,33.5,24.1,76.4,0.8,4.8
2006-08-04,23.0,1.6,33.5,24.3,76.0,0.1,5.1
2006-08-05,21.3,1.8,33.1,25.4,75.8,0.3,4.9
2006-08-06,20.9,1.5,32.6,24.7,78.4,0.6,4.6
2006-08-07,22.8,1.2,33.3,24.3,75.6,2.5,4.9
2006-08-08,22.5,1.2,33.8,24.4,75.5,0.5,4.9
2006-08-09,23.4,2.0,33.0,23.4,75.1,0.1,5.2
2006-08-10,24.5,2.0,33.0,24.2,72.9,0.0,5.5
2006-08-11,24.2,1.9,33.3,24.3,72.6,0.0,5.4
2006-08-12,24.2,1.5,32.8,24.0,73.0,0.5,5.2
2006-08-13,24.2,1.5,33.2,24.9,72.8,0.3,5.4
2006-08-14,22.5,2.0,33.2,23.9,75.0,1.6,5.1
2006-08-15,23.3,1.9,32.9,24.5,74.1,0.5,5.2
2006-08-16,24.3,2.1,32.9,24.8,72.5,0.8,5.5
2006-08-17,24.4,2.0,32.9,24.1,71.1,0.4,5.5
2006-08-18,24.6,1.6,33.1,24.0,72.2,0.3,5.4
2006-08-19,23.8,1.8,32.8,23.8,72.1,0.0,5.3
2006-08-20,20.4,2.2,32.6,24.3,73.6,0.0,4.9
2006-08-21,22.9,2.1,32.8,23.8,72.0,0.7,5.3
2006-08-22,24.3,1.6,33.2,22.8,72.2,0.2,5.3
2006-08-23,24.2,1.9,34.1,24.0,73.1,0.0,5.5
2006-08-24,23.6,2.2,33.2,25.7,73.6,0.0,5.5
2006-08-25,22.0,2.3,33.2,25.6,74.9,0.4,5.2
2006-08-26,22.4,2.2,32.8,23.7,76.6,1.1,5.1
2006-08-27,22.6,1.7,32.2,24.0,75.6,16.5,5.0
2006-08-28,23.9,2.2,32.2,24.0,73.9,0.0,5.4
2006-08-29,23.0,1.8,33.3,23.9,76.8,0.0,5.1
2006-08-30,23.8,1.8,32.5,23.7,75.8,7.9,5.2
2006-08-31,25.4,2.3,32.5,24.3,73.8,0.0,5.7
2006-09-01,24.0,2.0,32.9,23.4,72.4,0.0,5.4
2006-09-02,20.5,1.9,33.3,23.0,77.7,0.0,4.7
2006-09-03,22.2,1.7,32.2,24.5,75.3,14.1,4.9
2006-09-04,21.9,1.8,31.8,23.8,74.5,0.0,4.9
2006-09-05,23.3,2.0,32.8,23.8,75.3,0.0,5.3
2006-09-06,22.4,2.1,32.8,24.5,74.6,0.0,5.2
2006-09-07,24.7,1.7,33.2,24.1,73.4,0.0,5.5
2006-09-08,24.1,1.7,33.3,24.5,75.5,0.0,5.4
2006-09-09,18.0,1.1,32.6,24.2,78.4,0.4,4.1
2006-09-10,23.7,1.2,33.2,23.0,76.1,1.5,5.1
2006-09-11,21.8,1.5,33.3,24.7,77.2,4.9,4.9
2006-09-12,24.3,1.5,32.4,24.3,75.4,0.5,5.3
2006-09-13,24.1,2.0,33.1,24.7,73.7,0.2,5.5
2006-09-14,25.4,1.9,33.2,23.6,72.8,0.0,5.7
2006-09-15,24.7,2.0,33.8,23.9,74.8,0.0,5.6
2006-09-16,22.2,2.3,32.7,24.9,75.2,0.0,5.2
2006-09-17,23.5,2.3,32.8,25.0,74.6,0.3,5.5
2006-09-18,24.6,2.2,32.7,24.5,71.6,0.0,5.7
2006-09-19,25.1,2.2,32.9,23.7,72.1,0.1,5.7
2006-09-20,23.7,1.9,33.2,23.5,72.2,0.0,5.4
2006-09-21,24.0,1.7,32.8,24.4,73.8,0.0,5.4
2006-09-22,24.7,1.9,33.6,23.9,72.0,0.0,5.7
2006-09-23,24.5,2.3,33.6,24.3,71.8,0.0,5.8
2006-09-24,22.6,2.3,32.7,24.7,71.4,0.0,5.4
2006-09-25,24.6,2.2,33.0,23.7,70.2,0.0,5.7
2006-09-26,24.9,2.0,33.2,23.5,71.6,0.0,5.7
2006-09-27,24.3,1.8,33.5,24.0,70.8,0.0,5.6
2006-09-28,24.9,1.8,33.4,24.6,72.2,0.0,5.7
2006-09-29,24.8,1.7,33.8,24.9,73.4,0.3,5.6
2006-09-30,22.5,1.4,33.3,24.8,72.8,0.0,5.1
2006-10-01,21.3,2.1,33.1,24.7,73.5,0.3,5.1
2006-10-02,18.1,2.6,31.5,27.5,71.6,0.0,4.9
2006-10-03,25.1,2.3,33.0,23.1,71.5,0.0,5.8
2006-10-04,22.5,2.0,33.1,23.4,74.8,0.0,5.2
2006-10-05,25.3,1.7,33.7,23.8,73.6,0.0,5.6
2006-10-06,24.8,1.3,35.0,23.6,72.5,0.0,5.6
2006-10-07,24.5,1.4,33.7,24.1,73.0,2.0,5.4
2006-10-08,25.1,1.1,35.9,24.8,73.4,3.2,5.6
2006-10-09,23.8,1.3,34.1,25.4,70.4,0.0,5.4
2006-10-10,20.9,2.2,33.6,25.0,70.8,0.0,5.3
2006-10-11,24.4,1.8,34.1,24.6,70.0,0.3,5.7
2006-10-12,22.0,1.8,33.7,24.8,71.3,0.0,5.2
2006-10-13,18.4,1.6,32.9,24.4,75.0,2.6,4.4
2006-10-14,24.4,2.3,33.9,26.1,70.7,0.0,5.9
2006-10-15,25.3,2.1,33.6,25.7,68.9,0.0,6.0
2006-10-16,23.4,1.6,33.5,24.4,71.8,0.0,5.3
2006-10-17,20.1,1.6,33.0,24.2,75.6,0.1,4.7
2006-10-18,22.1,1.8,33.7,26.5,73.1,0.1,5.3
2006-10-19,24.2,2.1,34.4,24.2,69.6,0.0,5.8
2006-10-20,25.4,2.1,34.9,24.5,71.0,0.0,6.0
2006-10-21,25.0,2.0,34.9,25.0,70.3,0.0,6.0
2006-10-22,19.3,1.8,33.9,26.5,73.0,0.0,4.9
2006-10-23,19.8,1.6,33.5,25.2,74.2,0.0,4.7
2006-10-24,20.1,1.9,33.3,25.2,74.5,0.6,4.9
2006-10-25,17.7,1.8,33.4,26.1,75.8,0.0,4.4
2006-10-26,23.9,2.0,32.7,25.1,71.8,0.1,5.5
2006-10-27,24.8,1.6,33.4,23.9,70.9,0.0,5.5
2006-10-28,19.7,2.2,33.5,24.8,71.1,0.0,5.0
2006-10-29,19.7,1.9,33.5,24.6,72.1,0.0,4.9
2006-10-30,20.6,2.2,32.8,25.5,74.2,0.1,5.0
2006-10-31,20.7,2.2,33.0,25.8,71.8,0.0,5.1
2006-11-01,24.2,2.0,33.2,24.5,71.9,0.0,5.6
2006-11-02,22.2,2.0,32.8,24.0,72.7,0.0,5.2
2006-11-03,23.1,2.5,33.2,25.2,70.9,0.0,5.6
2006-11-04,22.3,2.2,32.8,24.2,73.8,0.0,5.2
2006-11-05,23.1,1.9,34.0,24.4,74.7,0.0,5.3
2006-11-06,19.7,2.1,32.8,25.8,74.4,0.8,4.8
2006-11-07,21.4,2.4,33.3,24.8,73.4,2.1,5.2
2006-11-08,24.3,2.1,34.0,24.5,72.9,0.0,5.7
2006-11-09,22.8,2.3,33.2,25.0,71.8,0.0,5.5
2006-11-10,23.9,2.3,33.3,24.6,69.8,0.0,5.7
2006-11-11,21.8,2.5,33.2,24.4,72.0,0.0,5.3
2006-11-12,21.3,2.5,32.7,24.9,71.1,0.0,5.3
2006-11-13,24.5,2.2,33.8,24.4,70.4,0.0,5.8
2006-11-14,17.5,1.6,31.3,24.8,76.8,0.0,4.1
2006-11-15,19.2,1.8,33.2,24.7,74.9,0.0,4.6
2006-11-16,22.9,2.3,33.7,25.2,71.7,3.1,5.5
2006-11-17,22.8,2.3,33.1,25.2,73.4,0.0,5.4
2006-11-18,23.2,2.2,33.5,25.2,71.7,0.0,5.5
2006-11-19,24.5,1.8,33.7,23.8,72.8,0.0,5.5
2006-11-20,23.0,2.1,33.5,25.2,72.6,5.3,5.4
2006-11-21,22.2,2.0,33.7,24.9,70.1,0.0,5.4
2006-11-22,19.5,2.5,33.5,24.9,73.8,2.0,5.0
2006-11-23,21.8,2.5,32.6,27.2,72.8,3.7,5.4
2006-11-24,22.0,2.2,33.2,25.6,73.7,0.6,5.3
2006-11-25,21.9,2.5,33.1,25.2,73.2,0.4,5.3
2006-11-26,21.7,2.2,32.5,24.3,73.3,0.0,5.1
2006-11-27,18.8,2.4,32.7,25.8,72.0,0.0,4.8
2006-11-28,22.1,2.2,33.1,24.8,70.9,0.0,5.3
2006-11-29,22.0,2.2,33.2,24.8,72.8,0.0,5.2
2006-11-30,22.5,2.3,33.8,24.5,72.9,0.0,5.4
2006-12-01,22.7,2.4,34.0,24.8,72.4,0.0,5.5
2006-12-02,20.6,2.1,33.4,25.3,71.9,0.0,5.1
2006-12-03,14.5,1.8,31.7,24.9,74.1,0.9,3.8
2006-12-04,22.2,1.6,33.8,24.3,71.2,0.1,5.1
2006-12-05,23.0,2.2,33.5,24.1,70.0,0.0,5.5
2006-12-06,19.9,1.9,32.8,24.2,71.4,0.0,4.8
2006-12-07,23.1,2.0,34.0,23.5,71.5,0.0,5.4
2006-12-08,23.4,1.8,34.0,25.0,71.8,4.2,5.4
2006-12-09,22.4,2.0,34.4,24.6,71.2,3.1,5.4
2006-12-10,23.5,2.1,34.0,24.8,73.1,1.3,5.5
2006-12-11,20.5,2.1,33.7,24.7,73.4,0.9,5.0
2006-12-12,22.6,2.2,33.8,24.7,73.3,0.9,5.4
2006-12-13,23.1,1.8,33.8,24.6,72.4,1.0,5.3
2006-12-14,23.3,1.9,33.2,24.6,73.8,1.2,5.3
2006-12-15,16.0,1.2,33.1,24.9,77.9,0.5,3.8
2006-12-16,9.1,1.2,29.4,23.5,85.6,12.3,2.3
2006-12-17,19.6,1.5,32.4,23.0,80.2,18.0,4.3
2006-12-18,14.8,1.6,32.9,24.4,81.8,3.4,3.6
2006-12-19,11.5,1.4,30.1,23.5,84.4,14.8,2.8
2006-12-20,7.7,1.0,27.5,23.2,89.1,51.0,1.9
2006-12-21,16.2,1.0,31.4,22.9,82.3,22.5,3.5
2006-12-22,17.4,1.3,32.1,23.5,80.3,4.0,3.9
2006-12-23,20.5,1.5,31.7,23.2,79.1,8.4,4.4
2006-12-24,14.7,1.0,32.9,24.6,83.5,11.9,3.4
2006-12-25,7.0,0.7,26.3,22.9,88.3,52.2,1.7
2006-12-26,20.0,1.4,31.2,23.0,83.5,2.1,4.2
2006-12-27,14.8,1.0,30.8,24.3,83.8,23.4,3.3
2006-12-28,19.5,1.5,31.7,24.6,80.2,3.5,4.3
2006-12-29,16.2,1.8,32.3,25.4,79.8,10.2,3.9
2006-12-30,20.6,2.1,32.3,24.8,80.8,6.0,4.6
2006-12-31,14.6,1.5,29.8,24.0,85.2,13.9,3.2
2007-01-01,14.4,0.8,30.7,23.7,83.4,9.7,3.1
2007-01-02,15.7,0.8,31.6,24.1,83.6,12.6,3.4
2007-01-03,11.0,0.8,30.6,24.1,88.6,11.6,2.5
2007-01-04,10.9,1.0,27.8,23.4,88.4,20.3,2.4
2007-01-05,17.8,1.4,31.6,24.0,83.2,6.8,3.9
2007-01-06,20.5,1.6,31.4,24.3,80.1,13.5,4.4
2007-01-07,21.1,1.8,32.2,24.7,79.0,1.3,4.7
2007-01-08,19.9,1.6,32.2,25.0,81.0,5.0,4.4
2007-01-09,11.3,1.2,30.9,24.5,83.8,17.5,2.8
2007-01-10,10.6,0.8,30.2,24.2,86.2,3.7,2.5
2007-01-11,18.3,1.1,31.7,24.0,83.5,14.0,3.9
2007-01-12,18.4,0.9,31.1,23.5,84.8,6.6,3.8
2007-01-13,14.3,1.1,31.0,23.4,88.6,13.9,3.1
2007-01-14,20.4,1.0,31.7,23.5,83.4,9.6,4.3
2007-01-15,13.1,0.6,32.3,23.2,86.3,4.4,2.9
2007-01-16,11.8,1.1,29.1,24.4,83.9,10.9,2.7
2007-01-17,10.2,0.6,28.1,23.4,85.9,13.5,2.3
2007-01-18,18.4,1.0,31.1,22.4,83.4,2.3,3.8
2007-01-19,7.9,0.7,28.9,22.7,91.2,2.9,1.9
2007-01-20,21.3,0.9,31.0,22.0,82.4,9.9,4.3
2007-01-21,22.1,1.2,31.9,24.0,78.9,0.7,4.7
2007-01-22,19.9,1.0,32.0,24.2,82.0,1.5,4.2
2007-01-23,19.7,1.3,31.2,23.0,81.3,2.9,4.2
2007-01-24,16.8,1.2,31.2,24.4,83.0,3.3,3.7
2007-01-25,9.1,0.7,27.8,23.8,89.5,5.2,2.1
2007-01-26,7.9,0.6,26.2,23.2,88.9,12.4,1.8
2007-01-27,15.3,0.8,30.5,23.0,84.0,6.1,3.3
2007-01-28,20.6,1.1,31.3,23.3,84.0,11.9,4.3
2007-01-29,13.0,0.7,29.5,23.8,83.2,1.3,2.9
2007-01-30,12.8,1.2,28.7,24.1,85.1,13.9,2.9
2007-01-31,15.7,1.2,30.5,24.1,84.1,16.5,3.4
2007-02-01,9.8,0.9,28.5,23.6,86.8,8.0,2.3
2007-02-02,11.1,0.9,27.8,22.7,87.3,16.7,2.5
2007-02-03,13.1,0.6,30.4,23.4,86.7,25.3,2.9
2007-02-04,11.1,0.8,28.9,24.1,88.3,6.8,2.5
2007-02-05,20.5,0.8,31.8,24.1,82.2,11.4,4.3
2007-02-06,17.2,1.5,30.8,24.2,81.4,15.0,3.8
2007-02-07,14.6,1.6,30.9,24.5,80.9,12.9,3.5
2007-02-08,15.6,1.5,31.4,24.0,82.4,14.7,3.6
2007-02-09,10.1,1.3,28.7,23.2,87.2,39.3,2.4
2007-02-10,10.3,1.1,29.8,22.9,88.4,36.5,2.4
2007-02-11,10.4,0.7,28.1,22.0,87.6,11.9,2.3
2007-02-12,10.9,1.2,29.0,23.2,88.6,8.4,2.5
2007-02-13,15.9,1.2,31.5,23.2,84.2,18.5,3.5
2007-02-14,12.0,0.5,29.6,23.7,89.3,12.6,2.6
2007-02-15,17.8,1.6,29.9,24.0,85.2,1.3,3.8
2007-02-16,20.8,0.9,31.8,23.8,85.1,1.5,4.4
2007-02-17,12.4,1.1,29.8,23.5,87.2,22.7,2.8
2007-02-18,11.5,0.8,28.8,22.3,88.9,41.0,2.5
2007-02-19,12.1,0.6,27.8,23.4,89.4,19.4,2.6
2007-02-20,13.1,0.6,30.0,24.0,83.6,18.0,2.9
2007-02-21,14.1,0.8,29.5,23.4,88.8,9.9,3.0
2007-02-22,14.0,0.7,29.2,23.7,85.3,5.3,3.0
2007-02-23,13.1,0.6,28.9,23.2,85.0,9.0,2.8
2007-02-24,18.9,1.3,31.7,24.0,81.3,3.2,4.2
2007-02-25,17.8,1.1,31.1,24.2,84.8,3.7,3.8
2007-02-26,12.6,1.0,29.3,23.2,86.9,9.8,2.8
2007-02-27,14.3,0.7,30.1,23.6,87.2,6.8,3.1
2007-02-28,18.5,0.8,31.4,23.4,85.2,7.4,3.9
2007-03-01,9.2,0.7,28.7,23.3,88.6,18.8,2.1
2007-03-02,9.9,0.7,27.3,23.0,87.4,18.4,2.2
2007-03-03,17.0,0.8,31.0,23.0,89.1,9.7,3.6
2007-03-04,14.1,0.9,29.7,24.1,83.4,16.7,3.1
2007-03-05,18.0,0.8,31.0,24.2,83.0,12.4,3.8
2007-03-06,17.1,1.2,30.4,23.9,82.9,10.5,3.7
2007-03-07,15.4,1.4,31.3,24.1,85.9,3.1,3.5
2007-03-08,17.9,1.0,31.2,24.4,86.2,5.4,3.8
2007-03-09,7.6,0.7,26.3,23.3,89.2,13.3,1.8
2007-03-10,11.6,0.5,28.5,23.2,89.0,15.6,2.5
2007-03-11,8.3,0.7,26.2,23.5,92.6,29.7,1.9
2007-03-12,7.2,0.4,27.0,22.7,90.2,8.4,1.7
2007-03-13,13.9,1.0,30.7,23.2,87.3,17.3,3.1
2007-03-14,19.2,1.1,30.8,24.2,83.5,3.7,4.1
2007-03-15,16.4,0.8,31.7,24.2,85.8,3.0,3.6
2007-03-16,14.3,0.8,30.6,24.5,87.6,1.4,3.1
2007-03-17,8.8,0.9,26.4,23.3,90.9,29.5,2.0
2007-03-18,15.4,0.7,31.2,23.2,88.5,7.3,3.3
2007-03-19,15.9,0.8,30.2,23.2,82.4,58.3,3.4
2007-03-20,17.1,1.3,30.5,23.8,83.3,3.7,3.7
2007-03-21,9.9,0.7,28.1,23.1,87.8,5.8,2.3
2007-03-22,8.8,0.7,27.1,23.5,91.4,51.8,2.0
2007-03-23,10.4,0.6,28.4,22.4,89.9,14.9,2.3
